-87.346,-93.029,-85.348,-91.196,-110.37,-113.14,-120.2,-93.383,-87.649,-77.766,-101.72,-97.681,-73.887,-73.695,-73.797,-73.735,-74.965,-74.925,-81.035,-93.836,-95.775,-90.169,-94.951,-Inf,-Inf,-80.025,-78.933,-74.916,-76.144,-74.496,-70.324,-72.383,-73.78,-101.12,-74.083,-84.666,-84.665,-90.366,-69.109,-95.452,-72.727,-82.672,-83.738,-89.822,-82.048,-70.843,-94.988,-71.716,-91.524,-79.415,-85.779,-65.061,-58.733,-61.689,-89.126,-68.934,-66.939,-57.579,-52.075,-62.886,-81.321,-66.232,-64.306,-63.746,-54.888,-50.982,-Inf,-59.106
-70.533,-90.068,-96.086,-90.751,-88.574,-116.51,-Inf,-Inf,-72.768,-73.646,-73.887,-96.432,-90.88,-90.449,-97.75,-98.116,-97.983,-98.136,-79.54,-73.934,-73.6,-74.098,-76.341,-75.783,-85.703,-87.14,-84.167,-79.657,-81.595,-79.426,-67.002,-77.719,-73.875,-70.885,-83.415,-90.22,-84.561,-96.899,-74.72,-72.712,-95.163,-72.666,-84.01,-82.745,-69.631,-88.972,-83.559,-89.661,-77.913,-75.159,-93.593,-65.746,-67.196,-58.009,-62.612,-59.83,-63.683,-58.182,-60.099,-52.804,-48.772,-60.738,-65.162,-53.222,-58.874,-Inf,-Inf,-Inf
-68.676,-73.375,-70.393,-90.824,-92.007,-85.886,-109.15,-Inf,-78.811,-79.427,-79.211,-100.42,-95.71,-74.198,-74.062,-72.751,-74.442,-87.307,-97.25,-94.553,-93.805,-95.902,-86.754,-75.004,-83.372,-86.214,-77.032,-76.239,-76.093,-75.775,-66.451,-71.067,-81.477,-72.191,-78.282,-96.722,-75.26,-71.086,-81.737,-95.297,-72.359,-74.942,-87.44,-82.165,-72.16,-84.117,-81.587,-82.122,-76.799,-73.801,-86.996,-65.961,-67.314,-80.48,-66.655,-55.204,-57.435,-58.356,-87.912,-78.621,-71.912,-Inf,-50.802,-56.426,-61.404,-68.726,-Inf,-Inf
-78.048,-70.737,-73.109,-70.766,-70.613,-85.347,-90.061,-90.166,-92.795,-99.371,-96.353,-75.861,-100.1,-78.498,-78.422,-78.317,-101.92,-93.302,-99.579,-90.573,-73.37,-72.772,-75.311,-77.858,-95.701,-90.992,-94.103,-95.015,-82.06,-92.699,-67.775,-75.78,-79.481,-82.919,-84.455,-85.078,-81.811,-71.928,-78.841,-77.579,-74.699,-71.495,-80.025,-67.543,-83.271,-75.708,-77.644,-82.945,-92.489,-77.675,-77.593,-66.264,-67.94,-93.603,-79.066,-71.257,-66.251,-78.967,-75.295,-85.108,-Inf,-Inf,-Inf,-54.978,-51.488,-46.611,-Inf,-44.023
-92.297,-93.981,-85.706,-83.502,-72.892,-69.979,-70.505,-71.563,-85.634,-91.567,-105.86,-108.74,-77.409,-111.72,-106.17,-106.71,-106.08,-95.068,-80.544,-78.511,-76.025,-77.992,-74.741,-86.334,-89.287,-98.992,-86.034,-82.016,-92.788,-72.261,-68.145,-76.628,-77.098,-71.952,-93.047,-86.376,-84.972,-77.235,-93.024,-72.332,-80.799,-81.085,-73.893,-72.046,-69.491,-71.292,-75.658,-92.953,-82.584,-Inf,-Inf,-Inf,-66.891,-65.547,-67.425,-72.162,-74.388,-57.634,-52.42,-105.21,-Inf,-Inf,-Inf,-Inf,-54.257,-51.238,-45.474,-43.263
-104.85,-84.11,-88.133,-102.96,-97.81,-85.564,-70.702,-69.135,-72.788,-70.018,-86.006,-99.152,-97.99,-95.753,-88.148,-95.819,-94.539,-93.328,-93.889,-86.474,-90.437,-85.078,-77.639,-89.082,-104.44,-77.252,-76.843,-76.734,-89.309,-70.567,-71.408,-85.425,-78.424,-74.948,-85.059,-92.602,-80.177,-88.439,-80.404,-79.695,-78.849,-86.586,-67.188,-79.259,-64.135,-78.524,-78.47,-77.147,-74.027,-70.729,-63.736,-89.278,-68.828,-77.434,-64.217,-58.492,-59.125,-53.102,-57.678,-61.581,-Inf,-47.521,-56.593,-50.835,-56.238,-53.682,-48.281,-51.791
-95.122,-82.506,-95.548,-97.044,-97.416,-98.826,-100.08,-89.417,-74.675,-69.384,-70.646,-69.574,-87.144,-96.054,-99.501,-95.24,-103.29,-109.6,-94.382,-90.013,-94.92,-89.334,-89.756,-97.38,-78.758,-82.087,-112.03,-97.914,-Inf,-68.337,-69.292,-73.986,-75.591,-75.8,-86.718,-80.993,-70.852,-77.741,-81.442,-86.251,-85.615,-74.077,-70.638,-83.971,-81.448,-71.425,-85.622,-87.066,-84.731,-68.82,-63.985,-73.583,-61.617,-61.378,-59.399,-67.212,-59.087,-60.012,-58.753,-55.225,-51.458,-52.606,-56.33,-55.667,-52.634,-48.32,-50.643,-43.059
-107.66,-81.361,-89.933,-98.499,-99.48,-105.35,-101.79,-100.47,-94.033,-83.273,-81.618,-71.153,-68.401,-72.02,-76.472,-99.315,-93.711,-88.802,-86.606,-100.91,-84.554,-76.603,-86.085,-94.59,-81.556,-108.51,-98.727,-104.13,-Inf,-Inf,-67.42,-64.545,-63.746,-60.91,-64.595,-69.795,-69.458,-72.337,-73.434,-75.492,-67.968,-64.126,-63.412,-63.696,-70.277,-68.137,-60.99,-59.751,-63.781,-66.556,-60.296,-59.883,-69.117,-86.102,-67.438,-59.713,-63.412,-66.204,-64.287,-65.501,-59.898,-Inf,-Inf,-51.088,-49.643,-45.704,-41.701,-38.863
-80.135,-79.859,-92.412,-95.391,-91.177,-103.17,-101.88,-101.01,-103.18,-101.05,-91.902,-82.007,-84.128,-71.527,-70.168,-70.331,-70.016,-98.846,-89.508,-85.933,-87.761,-82.105,-92.757,-81.652,-101.91,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-71.175,-67.496,-67.639,-66.669,-62.909,-63.275,-66.885,-61.406,-63.169,-65.549,-59.163,-59.59,-64.191,-71.767,-76.523,-88.478,-62.308,-60.315,-66.197,-69.769,-65.841,-67.13,-72.091,-60.17,-55.154,-77.403,-67.665,-84.365,-Inf,-Inf,-Inf,-48.909,-42.377,-44.004,-43.125,-40.778,-39.113
-93.282,-92.922,-91.993,-90.882,-88.465,-90.906,-83.602,-80.919,-83.332,-89.405,-89.646,-89.308,-89.388,-83.827,-88.309,-76.726,-69.279,-69.499,-67.841,-84.367,-85.895,-84.91,-79.849,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-67.108,-67.946,-74.239,-65.499,-66.282,-61.921,-70.952,-71.001,-71.534,-71.653,-71.703,-69.124,-69.953,-74.659,-87.759,-68.731,-67.918,-67.442,-62.325,-61.957,-82.98,-82.592,-67.517,-71.276,-70.226,-64.377,-82.458,-68.829,-78.566,-61.802,-Inf,-Inf,-Inf,-Inf,-40.885,-42.097,-40.915,-41.365,-40.284
-95.831,-96.226,-93.998,-91.202,-87.967,-95.775,-95.39,-95.294,-95.327,-94.469,-95.313,-90.257,-84.65,-88.672,-82.331,-79.089,-90.084,-82.964,-68.32,-69.213,-70.284,-86.368,-78.858,-Inf,-Inf,-Inf,-Inf,-54.99,-66.79,-62.52,-61.975,-73.509,-74.594,-77.303,-84.057,-78.256,-84.611,-84.55,-82.82,-65.683,-80.159,-79.778,-79.57,-69.984,-87.495,-75.056,-78.623,-67.672,-85.021,-81.727,-67.122,-68.053,-68.729,-70.156,-65.2,-63.419,-70.535,-75.247,-77.496,-74.782,-68.321,-70.896,-46.868,-45.008,-44.105,-40.14,-38.731,-39.486
-95.094,-95.168,-72.75,-93.687,-85.333,-80.699,-94.939,-94.321,-95.007,-94.783,-94.519,-91.627,-94.347,-94.552,-94.629,-86.339,-84.459,-78.129,-84.816,-84.945,-76.124,-68.415,-68.904,-69.973,-67.774,-61.551,-60.531,-59.133,-70.126,-65.146,-65.648,-67.112,-57.558,-60.495,-63.078,-75.491,-74.392,-70.539,-80.154,-81.395,-79.411,-74.745,-84.267,-66.921,-68.478,-63.393,-69.124,-67.28,-83.102,-75.77,-99.051,-Inf,-69.451,-60.215,-68.43,-60.591,-67.923,-73.482,-77.961,-69.63,-64.181,-46.139,-46.259,-45.264,-44.589,-43.721,-56.132,-Inf
-103.64,-97.895,-68.434,-95.043,-78.237,-98.784,-110.5,-108.5,-Inf,-112.02,-111.28,-106.68,-111.03,-105.68,-Inf,-Inf,-84.873,-76.35,-76.407,-79.107,-84.108,-88.1,-66.311,-66.088,-66.193,-65.111,-60.597,-71.205,-79.735,-74.672,-71.118,-68.565,-63.557,-70.098,-59.371,-62.285,-61.949,-63.39,-62.688,-74.534,-85.445,-81.743,-72.579,-85.156,-81.318,-65.988,-69.327,-85.129,-69.169,-Inf,-Inf,-Inf,-56.965,-61.196,-66.974,-61.593,-63.3,-79.95,-66.64,-47.626,-47.554,-45.799,-46.357,-45.434,-44.895,-44.247,-66.052,-Inf
-92.155,-81.421,-66.496,-89.158,-79.665,-103.64,-112.68,-108.43,-Inf,-114.93,-113.86,-117.6,-105.08,-123.72,-132.28,-Inf,-Inf,-75.56,-85.417,-76.194,-79.673,-74.365,-73.619,-66.841,-65.902,-60.387,-59.2,-66.004,-65.004,-70.081,-65.611,-66.602,-73.986,-67.069,-70.295,-68.56,-66.589,-63.61,-64.564,-64.395,-63.594,-63.512,-74.363,-66.906,-66.114,-69.632,-87.106,-89.137,-Inf,-Inf,-Inf,-Inf,-Inf,-69.967,-67.111,-65.423,-66.62,-65.963,-47.948,-47.237,-48.836,-46.282,-46.396,-45.978,-45.224,-50.609,-Inf,-Inf
-86.556,-79.978,-65.59,-88.225,-97.953,-103.44,-102.59,-94.52,-102.2,-Inf,-122.1,-116.01,-Inf,-Inf,-Inf,-Inf,-Inf,-82.204,-86.445,-66.475,-92.202,-88.535,-72.913,-65.603,-65.41,-58.731,-72.6,-79.261,-68.918,-68.395,-67.071,-70.589,-66.545,-68.967,-90.396,-71.393,-71.102,-65.076,-69.557,-67.227,-65.382,-65.582,-64.702,-64.025,-64.999,-63.131,-71.475,-78.122,-70.868,-75.529,-Inf,-Inf,-Inf,-60.621,-61.883,-69.369,-50.014,-49.855,-47.661,-47.156,-45.324,-48.029,-45.841,-46.478,-50.539,-60.207,-67.504,-61.747
-88.087,-85.134,-71.162,-80.175,-96.265,-82.339,-96.871,-92.666,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-64.03,-58.903,-59.656,-67.88,-67.984,-90.461,-97.538,-72.105,-66.708,-66.631,-61.268,-59.272,-71.857,-75.79,-83.241,-82.176,-67.272,-67.827,-66.409,-65.353,-67.322,-65.585,-72.171,-74.684,-72.03,-77.189,-72.564,-68.621,-67.426,-67.162,-64.943,-65.777,-64.271,-64.592,-63.097,-58.59,-Inf,-65.739,-64.174,-66.853,-61.563,-49.946,-48.303,-47.842,-47.059,-46.926,-46.609,-47.098,-47.624,-47.338,-50.965,-65.345,-61.747,-65.484
-85.283,-85.164,-69.154,-69.523,-69.147,-69.933,-71.685,-72.331,-89.174,-Inf,-Inf,-92.287,-81.715,-64.953,-64.013,-58.465,-67.017,-76.663,-63.377,-64.156,-70.693,-74.312,-70.441,-63.535,-59.024,-75.051,-80.965,-78.403,-86.575,-84.651,-89.252,-80.907,-68.484,-66.359,-66.436,-67.172,-64.901,-65.669,-82.8,-72.089,-72.281,-74.138,-67.356,-72.327,-65.288,-67.294,-65.103,-65.428,-65.17,-63.01,-64.43,-61.341,-62.085,-52.581,-48.68,-50.376,-53.019,-50.011,-47.512,-45.3,-46.485,-46.356,-46.213,-52.415,-52.904,-64.089,-66.303,-59.94
-63.078,-72.701,-77.722,-57.88,-95.66,-91.573,-79.326,-69.421,-89.918,-Inf,-Inf,-80.329,-78.174,-66.918,-61.53,-61.258,-78.289,-84.798,-Inf,-Inf,-61.701,-63.098,-63.794,-60.43,-58.364,-71.825,-Inf,-Inf,-84.451,-82.001,-73.261,-82.928,-65.861,-81.192,-73.373,-66.19,-67.757,-66.422,-75.418,-67.447,-72.426,-79.24,-69.871,-70.276,-65.644,-65.265,-64.951,-70.459,-64.06,-60.536,-57.686,-52.012,-Inf,-48.686,-54.002,-49.018,-48.222,-52.151,-47.458,-47.348,-46.687,-48.279,-50.104,-67.174,-54.763,-64.546,-70.557,-67.85
