-79.249,-88.182,-100.93,-92.932,-105.78,-98.914,-122.59,-121.84,-114.15,-111.68,-Inf,-Inf,-Inf,-Inf,-70.5,-70.348,-70.464,-70.489,-69.746,-69.064,-69.146,-69.29,-66.963,-Inf,-Inf,-102.43,-102.91,-80.976,-107.87,-119.43,-105.86,-115.91,-107.96,-108.6,-110.63,-111.07,-113.37,-112.99,-104.14,-107.63,-94.042,-96.03,-105.89,-97.057,-93.927,-94.097,-80.045,-86.293,-97.301,-105.02,-93.837,-88.339,-73.193,-104.39,-98.932,-60.637,-91.392,-90.41,-Inf,-Inf,-Inf,-75.146,-76.082,-74.634,-57.749,-79.371,-Inf,-52.344
-82.4,-78.22,-103.72,-106.04,-104.92,-100.36,-Inf,-Inf,-114.73,-107.67,-Inf,-Inf,-98.914,-102.78,-101.91,-100.19,-103.86,-102.83,-90.027,-103.2,-106.15,-103.41,-65.763,-98.941,-98.184,-104.8,-107.28,-108.98,-107.57,-105.02,-105.21,-107.61,-106.4,-107.08,-107.73,-108.14,-105.08,-102.51,-99.617,-87.828,-91.545,-86.748,-102.98,-97.081,-75.272,-92.01,-83.931,-97.371,-102.86,-103.96,-96.463,-99.885,-98.149,-76.723,-90.566,-67.202,-88.542,-Inf,-Inf,-Inf,-47.229,-61.799,-57.42,-51.65,-68.048,-Inf,-Inf,-Inf
-87.613,-89.955,-76.757,-101.01,-104.96,-101.09,-113.35,-Inf,-100.95,-108.32,-104.86,-102.97,-113.46,-107.54,-109.12,-75.836,-106.29,-107.93,-110.27,-113.09,-81.183,-90.339,-72.241,-106.4,-100.4,-108.08,-106.84,-107.89,-108,-109.32,-108.57,-109.94,-104.06,-102.51,-99.029,-94.614,-90.449,-86.814,-Inf,-93.687,-101.67,-105.64,-94.966,-100.8,-95.304,-84.633,-104.06,-83.085,-91.463,-99.359,-84.439,-96.618,-83.769,-96.046,-75.513,-61.312,-86.877,-60.585,-71.359,-63.42,-73.969,-Inf,-51.489,-54.276,-56.736,-71.142,-Inf,-Inf
-87.259,-109,-98.365,-77.682,-106.13,-103.47,-92.672,-115.83,-120.24,-89.961,-107.27,-115.28,-Inf,-Inf,-106.92,-108.29,-107.04,-113.77,-111.45,-114.36,-102.81,-68.511,-101.27,-107.18,-105.32,-107.49,-106.01,-104.05,-103.63,-99.811,-96.541,-91.356,-82.406,-111.98,-116.09,-Inf,-Inf,-Inf,-Inf,-Inf,-86.533,-87.866,-95.269,-96.945,-83.614,-106.09,-106.29,-96.971,-96.644,-81.637,-76.754,-94.292,-104.51,-98.136,-88.994,-79.962,-66.13,-78.043,-57.921,-68.878,-Inf,-Inf,-Inf,-72.911,-64.978,-54.744,-Inf,-51.74
-94.248,-94.442,-86.257,-101.96,-79.525,-104.28,-94.895,-113.73,-109.64,-Inf,-94.067,-104.16,-105.72,-Inf,-Inf,-110.62,-113.87,-82.967,-108.66,-76.889,-102.95,-65.749,-102.22,-110.73,-101.58,-97.222,-95.083,-89.791,-86.862,-108.15,-108.34,-111.88,-114.68,-113.04,-113.02,-Inf,-96.954,-94.778,-86.822,-93.799,-102.72,-98.57,-100.16,-83.926,-96.492,-96.984,-87.596,-103.98,-83.62,-Inf,-Inf,-Inf,-88.993,-74.711,-72.663,-66.929,-69.737,-80.648,-56.387,-103.5,-Inf,-Inf,-Inf,-Inf,-62.427,-68.028,-49.083,-52.482
-98.197,-100.17,-92.739,-81.269,-98.855,-105.46,-96.646,-109.26,-76.068,-Inf,-Inf,-92.881,-105.45,-Inf,-Inf,-Inf,-114.94,-93.599,-110.79,-109.95,-91.395,-74.01,-91.095,-81.451,-107.52,-114.73,-121.08,-116.57,-116.47,-107.16,-114.09,-Inf,-Inf,-Inf,-Inf,-85.767,-79.856,-100.86,-99.37,-106.89,-101.19,-89.991,-83.099,-92.104,-100.84,-105.7,-91.976,-87.663,-89.387,-81.709,-90.807,-95.028,-80.524,-92.644,-62.745,-69.652,-66.099,-58.069,-69.843,-68.783,-Inf,-87.083,-66.589,-81.113,-76.963,-69.464,-45.917,-51.458
-106.53,-76.616,-76.684,-90.039,-87.344,-99.364,-99.466,-104.49,-79.866,-100.75,-Inf,-Inf,-98.761,-84.5,-79.82,-103.4,-91.193,-95.161,-89.308,-104.05,-68.434,-97.093,-100.69,-77.919,-106.01,-112.39,-122.5,-115.07,-Inf,-104.35,-109.52,-102.19,-Inf,-106.24,-85.119,-85.578,-86.416,-99.559,-88.36,-99.504,-91.382,-80.89,-97.421,-85.196,-102.92,-85.479,-86.581,-90.791,-91.527,-92.032,-78.825,-87.334,-83.774,-95.725,-124.38,-Inf,-61.217,-78.351,-61.541,-68.932,-70.657,-62.416,-57.597,-Inf,-Inf,-Inf,-45.221,-53.547
-102.28,-105.65,-104.36,-96.816,-108.13,-103.61,-95.584,-110.86,-98.322,-106.14,-Inf,-101.85,-98.429,-84.567,-81.168,-108.07,-115.02,-118.23,-112.28,-Inf,-65.632,-99.866,-101.54,-104.93,-107.43,-108.88,-111.41,-107.21,-Inf,-Inf,-104.33,-101.85,-99.66,-95.392,-95.604,-97.871,-93.204,-92.707,-86.137,-97.678,-86.336,-96.219,-92.861,-88.116,-81.091,-103.29,-94.762,-100.24,-84.332,-80.927,-82.779,-106.88,-Inf,-Inf,-Inf,-Inf,-Inf,-65.948,-69.407,-67.085,-65.875,-Inf,-Inf,-81.264,-Inf,-Inf,-Inf,-51.626
-103.43,-104.47,-100.89,-107.25,-95.849,-97.867,-98.323,-80.179,-94.494,-88.657,-79.492,-Inf,-Inf,-84.66,-106.19,-116.33,-Inf,-115.77,-Inf,-Inf,-74.462,-98.829,-102.52,-122.6,-115.84,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-95.062,-98.845,-97.385,-96.507,-Inf,-Inf,-94.081,-93.905,-86.641,-95.429,-89.102,-79.295,-97.427,-93.173,-99.361,-102.66,-80.203,-Inf,-109.35,-103.29,-69.471,-Inf,-Inf,-Inf,-70.019,-65.698,-61.789,-61.425,-Inf,-Inf,-Inf,-48.418,-53.029,-58.119,-Inf,-Inf,-56.164
-104.95,-105.3,-101.55,-94.26,-91.083,-79.499,-79.959,-81.588,-78.2,-98.398,-91.736,-106.16,-Inf,-Inf,-82.249,-118.63,-Inf,-Inf,-97.884,-67.996,-101.1,-108.54,-116.92,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-88.455,-88.696,-85.422,-83.85,-83.382,-Inf,-Inf,-Inf,-73.552,-86.464,-89.012,-72.468,-95.65,-87.013,-98.074,-84.765,-71.07,-105.81,-Inf,-Inf,-106.09,-103.78,-98.503,-73.306,-69.701,-68.397,-90.014,-Inf,-79.286,-70.808,-Inf,-Inf,-Inf,-Inf,-46.103,-58.723,-49.306,-60.601,-50.234
